screen_name,device_count,fav_avg,fav_max,fav_std,fav_total,len_mean,rt_avg,rt_max,rt_std,rt_total,time_delta,follower,friends,eleted
JHowellUK,6,1.292834891,67,3.009058764,1660,109.8356698,9.323208723,8087,226.4423325,11971,0.5604053,4219,158,0
markargentLibDe,6,0.686614173,37,2.432922555,1308,121.6824147,664.7622047,676284,16017.77588,1266372,0.142331933,575,449,1
steasap,6,0.730007918,51,2.592231023,922,114.202692,72.48772763,38840,1290.048017,91552,0.577654517,1752,1895,1
BimAfolami,6,0.086419753,8,0.562466251,91,120.951567,464.5299145,61429,2941.639544,489150,0.679657795,4582,1139,1
UKIPWebb4London,6,3.766062603,134,9.322766318,2286,116.9884679,43.4184514,4897,256.0838893,26355,1.181518152,2483,952,0
PaulEdgeworth,6,0.64344942,30,2.076617684,388,99.46268657,6291.21393,3622839,147408.2152,3793602,1.204318937,1034,790,1
Phelimmac,6,1.074851912,38,2.942145022,1996,130.1615509,172.8050619,39710,1620.197758,320899,0.392780172,3204,1686,1
JDjanogly,6,2.011299435,70,4.745883776,1068,109.0677966,627.7984934,208673,9441.421871,333361,1.371698113,5000,1080,0
CambridgeMagpie,6,1.609289617,42,4.198987783,589,122.1748634,94.6420765,5207,424.1229334,34639,1.978082192,1236,729,1
ChrisChapman86,6,1.4625323,43,4.030634217,1132,128.2803618,170.6576227,16352,808.2945458,132089,0.943078913,1538,1122,1
charlotte4ippy,6,0.326086957,16,1.489883973,45,118.2898551,133.5,3890,458.8160449,18423,0.197080292,25,21,1
sandyofipswich,6,0.829916898,105,3.904027645,1498,126.7767313,275.2648199,51811,2107.273147,496853,0.402993348,4524,4120,0
DarrenDJJones,6,0.236842105,10,0.74105936,126,89.96052632,92.69548872,42976,1865.269093,49314,1.323917137,339,1036,1
richdick,6,0.593964335,11,1.175780652,866,112.1556927,54.79080933,64770,1699.605301,79885,0.499656829,1053,2241,1
MickScrimshaw,6,0.369244936,16,0.964819844,401,121.9594843,2.716390424,2692,81.653169,2950,0.669124424,660,554,1
christinemackay,6,0.391634981,8,0.964506211,103,101.6806084,4471.380228,1086059,66879.57124,1175973,2.782442748,347,281,1
AngelaCrawley30,6,4.596510765,203,13.05741429,12383,117.4521158,381.4016333,676287,13318.54107,1027496,0.182324545,5000,1960,1
CatSmithMP,6,23.20402685,2576,106.1101301,34574,116.6483221,57.48993289,6039,263.9497465,85660,0.489590329,5000,2490,1
garethmdaviesuk,6,2.184079602,26,3.015044413,878,125.3034826,27.6119403,8079,405.5620186,11100,1.817955112,5000,1272,1
alexsobel,6,1.866197183,155,10.98177889,795,107.5774648,739.6924883,225279,11084.28589,315109,0.192941176,5000,3336,0
JoPlattMP,6,8.096646943,497,36.24626116,4105,114.65286,387.7100592,96900,4641.501125,196569,1.375494071,5000,2863,1
KellyMarieLD,6,2.713752914,193,9.077502205,5821,110.4568765,29.96177156,5235,203.5813668,64268,0.058768657,5000,4314,1
ChrisWorsey,6,0.733271375,37,2.258904084,789,93.93866171,2048.087361,243397,16382.85646,2203742,0.678139535,1456,564,0
CKConservative,6,1.816578483,112,6.208733134,1030,122.021164,155.8483245,28831,1413.199282,88366,1.279151943,1905,4900,1
HelenGrantMP,6,2.02700491,240,8.019009169,2477,128.4378069,138.497545,46892,1613.6274,169244,0.597051597,5000,914,0
EdwardsEconomy,6,0.322900763,19,1.166456426,423,107.5167939,201.0664122,104115,3093.219406,263397,0.553093965,1340,508,1
rachaelashah,6,1.106035889,26,2.183322396,678,95.80750408,156.6769984,39644,2204.5761,96043,1.187908497,1351,2072,0
spelmanc,6,1.653739612,68,4.686048561,2388,127.966759,59.84141274,8415,371.9840556,86411,0.505197505,5000,886,1
GreeninBeds,6,0.209090909,32,1.070503602,345,120.8418182,369.6575758,127132,3489.495868,609935,0.442086113,1399,3197,1
MarkLancasterMK,6,2.212178877,266,11.14320263,2325,125.4215033,155.3977165,37087,1731.188669,163323,0.694285714,5000,443,1
veronicakgerman,6,0.320987654,5,0.858180108,26,121.1481481,8.172839506,142,18.16507987,662,8.9875,551,210,0
DesmondSwayne,6,5.057636888,79,9.154902509,1755,112.29683,8.481268012,229,19.8436706,2943,2.104046243,4191,275,1
DavidWatts12,6,0.344988345,170,3.524233474,888,116.8267288,720.6169386,676288,14080.17887,1854868,0.282938204,1485,2195,1
newburygreens,6,0.610495196,62,2.436743093,826,124.1189948,658.0761271,121020,5060.939217,890377,0.293639053,514,414,1
CatMcKinnell,6,2.871963563,120,9.372104324,5675,125.9195344,1504.450911,852014,26543.31989,2972795,0.226835443,5000,795,1
alisonjwhalley,6,0.261049724,12,0.815646036,189,110.4240331,160.0179558,42976,1818.893441,115853,1.008298755,1020,1626,0
taffgorman,6,0.226190476,25,1.355836882,133,126.042517,349.1020408,35910,2238.40233,205272,1.240204429,693,1343,1
jessicamordenmp,6,2.8174946,159,8.953211508,2609,123.3034557,58.91468683,18096,648.8736913,54555,0.788108108,5000,1952,1
PaulFlynnMP,6,29.19201597,2601,100.4032839,73126,129.2363273,133.1101796,38164,1222.864858,333441,0.264376997,5000,2571,0
AJonesEvans,6,1.074270557,57,4.270036379,405,122.3527851,122.3607427,26434,1397.402681,46130,1.938829787,1160,1291,1
AnneMarieMorris,6,5.349775785,761,50.80962081,1193,127.1793722,5.959641256,629,43.94261631,1329,3.216216216,5000,605,1
YvetteCooperMP,6,108.0234375,6792,360.0682328,221232,125.2783203,1674.213867,852013,26335.33206,3428790,0.314118222,5000,744,1
cara_mcshane,6,1.791952895,85,6.043828636,1826,120.4946026,239.3856722,189030,5944.119551,243934,0.715127701,1354,1370,1
PatriciaOLynn,6,2.093949045,80,6.253592217,1315,115.5079618,17.87579618,967,69.13333273,11226,0.915470494,1101,1486,0
StephenBBurke,6,0.246376812,24,1.065567329,510,123.5198068,254.3410628,410290,9029.357753,526486,0.349444176,3169,4909,1
OwenPaterson,6,10.34757601,816,42.01889444,12593,123.0682005,47.63188168,6670,269.227528,57968,0.599506579,5000,383,1
LiamFox,6,9.745179781,1037,43.28429471,18701,126.6607608,31.42053153,1399,74.83400296,60296,0.38008342,5000,1204,1
andybentley1965,6,0.241645244,16,1.008046479,188,124.6992288,167.9087404,27128,1279.389902,130633,0.938223938,194,481,1
kitmalthouse,6,2.469387755,558,22.33455066,1694,125.6428571,102.7755102,39039,1499.135114,70504,1.062773723,5000,505,0
ABridgen,6,3.400749064,138,12.66185398,908,123.1235955,63.44194757,2579,255.50744,16939,2.72556391,5000,1260,1
dob86,6,0.711363636,26,1.630911055,626,96.12727273,15.70568182,3269,162.6797355,13821,0.262798635,428,907,1
TasminaSheikh,6,23.88782717,1325,71.73136226,57498,126.446614,192.9164936,67257,1539.157166,464350,0.120116376,5000,695,0
garthharkness,6,0.273972603,11,0.751690521,220,99.83188045,30.75591532,2156,145.9679854,24697,0.908977556,882,1209,0
AdamKing_Green,6,0.391304348,9,0.905376714,144,99.20380435,17,863,84.4353689,6256,0.095367847,94,86,0
JimfromOldham,6,14.61995249,404,29.84286609,6155,121.5510689,214.2589074,22992,1690.668311,90203,0.183333333,5000,1938,0
JoJohnsonUK,6,10.62075848,829,42.09062422,10642,130.7195609,41.46107784,8835,292.3257537,41544,0.727272727,5000,491,0
AlisonJDowling,6,0.516853933,11,1.429326545,230,112.7955056,70.39775281,3782,323.0913622,31327,1.43018018,409,393,0
cllrwblackburn,6,0.777097902,59,3.484250274,889,105.3846154,949.854021,339726,13537.00607,1086633,0.637795276,1627,2493,1
olivercolvile,6,1.952191235,131,7.017884465,1960,121.7221116,18.10358566,8416,268.7871335,18176,0.723828514,5000,875,0
Robin_HC1,6,2.620481928,238,11.09155682,5220,109.5798193,162.7279116,64770,2305.805812,324154,0.17629332,3924,4581,1
darrensandersld,6,0.402849741,10,1.071119778,311,118.2176166,78.29274611,16391,847.3837777,60442,0.940337224,578,498,1
AlokSharma_RDG,6,4.101237345,325,12.70199619,7292,118.7896513,164.3093363,135959,3297.559154,292142,0.409679235,5000,624,1
SimonDanczuk,6,3.595605905,1900,36.56781118,10474,118.5084106,79.79368349,30510,840.2627229,232439,0.100274725,5000,1123,1
AndrewRosindell,6,15.18947368,1052,55.60410714,10101,127.0796992,119.3684211,10578,489.9517281,79380,0.641566265,5000,5000,1
IanRSNgreens,6,0.826086957,34,2.962635258,133,126.4658385,59.30434783,3918,348.3693343,9548,4.5125,122,91,1
JerryRoodhouse,6,0.205263158,7,0.67275841,78,108.1157895,119.4421053,7662,521.1845307,45388,1.918205805,548,474,1
rebeccalury,6,1.991354467,86,4.69961494,1382,111.0835735,45.59654179,18684,732.8008102,31644,1.049062049,1703,1456,0
CllrRMallender,6,0.247978437,10,0.86903296,184,126.7574124,305.9110512,49083,2697.512594,226986,0.98245614,1883,990,1
CllrDavidMellen,6,0.465626805,39,1.916317597,806,127.1086077,405.20855,165134,5068.358144,701416,0.419653179,1752,838,1
Robert4LibDems,6,0.490842491,38,1.512617393,670,119.6593407,104.8666667,62108,1725.366136,143143,0.534457478,751,495,1
AlanDuncanMP,6,33.7568306,1891,118.362615,12355,127.3743169,56.00819672,3146,207.4328713,20499,1.97260274,5000,53,0
RandMLibDems,6,0.103081828,4,0.440993303,97,114.0839532,814.3315622,194702,7395.749885,766286,0.775531915,438,965,1
KemiBadenoch,6,2.85483871,157,13.49155065,1062,103.5725806,63.08064516,8177,592.3250878,23466,1.603773585,5000,237,1
1tomcorbin,6,0.412313433,42,1.733062346,442,116.943097,167.0942164,23371,1164.186629,179125,0.676003735,605,433,1
JohnGlenUK,6,4.015659955,95,9.528585321,1795,126.2885906,39.42281879,4988,253.7273858,17622,1.632286996,5000,1899,1
SheffieldGreens,6,1.001569859,128,6.083536528,638,128.1648352,96.57770801,5831,407.4871292,61520,0.034591195,4207,2897,1
Bex_the_Green,6,0.685308057,163,5.371287743,723,106.2872038,215.8900474,28846,1526.770593,227764,0.683111954,365,700,0
GreenEmmaB,6,0.737725295,73,2.59359541,1187,125.9136109,153.4872592,51811,1498.878056,246961,0.452736318,625,568,0
DJWarburton,6,1.991757212,488,12.66092099,5316,105.0059948,163.1457475,134476,3101.269565,435436,0.273238381,5000,5000,1
DanGreef,6,2.450819672,1032,27.32243292,3588,107.1762295,332.5594262,132862,3942.621656,486867,0.345181135,2818,1983,0
HeatherWheeler,6,6.715767635,1292,60.42793555,3237,111.3609959,10.0186722,1079,58.62654915,4829,1.503118503,5000,552,1
MarkJarnellNHA,6,0.251247166,86,2.354597863,554,130.2648526,225.3487528,62649,1961.545582,496894,0.193738657,387,960,0
globalrichard,6,0.445404072,47,2.04127947,722,76.14250463,34.10795805,13348,450.6850472,55289,0.449382716,1042,300,1
AndrewSelous,6,4.27037037,61,7.788705727,1153,120.8296296,24.77777778,2217,146.948223,6690,2.706319703,5000,282,0
AWMurrison,6,5.756376429,685,30.96318801,6545,118.7906772,41.24802111,3039,189.4955347,46899,0.641725352,5000,1286,1
SotonGreenParty,6,0.649840595,56,2.036625972,1223,118.8884166,97.30499469,10978,535.4424913,183128,0.387028177,1899,1761,0
alanwhiteheadmp,6,5.900293255,248,19.30148293,2012,120.0087977,20.55718475,1856,117.2148707,7010,2.138235294,5000,250,0
BG4MP,6,1.064935065,26,3.228676953,164,112.9155844,528.0844156,41746,3415.977571,81325,0.202614379,268,467,1
SamPancheri,6,2.103915663,171,10.15154966,1397,120.7379518,840.9442771,159473,6674.193591,558387,1.09653092,1341,1200,1
glen_gogerly,6,0.300705882,40,1.501191518,639,122.9134118,139.6037647,68361,1644.221905,296658,0.233992467,508,884,1
ChrisPincher,6,1.125977411,245,7.60582641,2592,123.840139,79.96264118,9094,388.5631537,184074,0.315949587,5000,622,1
kevinhollinrake,6,2.215189873,140,7.137387541,3500,102.5727848,21.28481013,18684,485.1284861,33630,0.264091197,5000,1999,0
sggreenparty,6,0.177865613,10,0.631817904,90,118.1422925,39.17193676,3239,271.6977731,19821,1.443564356,147,152,1
Tim_Aker,6,15.76510067,682,40.73113501,18792,105.3531879,42.11828859,1592,110.5184333,50205,0.61209068,5000,1110,1
JackieDP,6,1.015662651,32,2.992117432,843,114.7012048,75.60361446,18684,889.4915527,62751,0.878166466,5000,170,1
chalmersdavidn,6,0.50444664,38,1.847437064,1021,125.729249,562.4481225,207536,5876.365523,1138395,0.193277311,1186,2577,1
tania_mathias,6,5.426446281,311,15.1356389,6566,127.8760331,65.33057851,12024,585.6666173,79050,0.602977667,5000,245,0
ChrisRuane2017,6,15.60869565,297,32.42313872,1436,122.1956522,10.36956522,141,16.50672945,954,7,4069,490,1
AlunCairns,6,1.432770822,135,6.587419229,2632,124.212847,109.4627109,44560,1455.659945,201083,0.344771242,5000,1548,0
gulnar73,6,0.564766839,26,1.990964583,545,124.5222798,216.9419689,51810,1939.38051,209349,0.756224066,1351,1999,1
KateHoeyMP,6,39.93823216,3177,146.7740122,75004,114.3173589,102.6645367,11397,406.5315122,192804,0.387852957,5000,913,0
antony_calvert,6,1.830445545,168,7.120408112,2958,106.2469059,25.94492574,4296,195.1366272,41927,0.330650155,1475,1460,1
MaryCreaghMP,6,17.74907063,543,40.15479168,9549,114.3959108,420.2788104,67257,3413.360981,226110,0.150837989,5000,1902,0
HelenJonesMP,6,2.120930233,145,7.812155486,5016,121.2372093,90.91501057,94038,2020.648262,215014,0.308375635,5000,494,1
jonathanhornett,6,1.970530452,105,5.551076987,1003,128.0078585,2215.102161,1086076,48090.06895,1127487,0.133858268,934,782,0
JSHeappey,6,2.660893345,203,8.329574789,2919,122.3546035,159.752051,49673,1924.884375,175248,0.664233577,5000,548,1
JohnRWaddell,6,0.657231314,138,3.986673636,1486,111.8690845,667.7545334,320968,8121.085991,1509793,0.157079646,1005,543,1
tom_watson,6,43.4166205,2400,133.3156102,78367,90.98227147,209.3080332,49673,1721.740226,377801,0.181263858,5000,5000,0
hbaldwin,6,1.878596491,214,8.083164101,2677,114.4701754,92.91929825,49673,1373.851045,132410,0.252808989,5000,3265,1
NMcGreenParty,6,0.824840764,52,3.133121926,518,124.9713376,150.1847134,20802,921.0256179,94316,1.162679426,609,651,1
timfarron,6,159.5626424,5861,535.3201897,210144,87.88154897,162.5231587,18964,618.6177703,214043,0.190729483,5000,5000,0
WillJPatterson,6,1.164403145,49,2.964670127,1629,118.6497498,299.2451751,96903,3601.728966,418644,0.47925608,1641,3376,1
FionaColley,6,1.067226891,43,3.66101674,508,121.5336134,104.5189076,16115,985.1177753,49751,1.530526316,2422,1371,1
WillForster,6,1.089773614,64,3.476998808,1396,121.1272443,885.2115535,376302,12744.69963,1133956,0.56875,1285,516,0
GreensWolves,6,0.640703518,29,2.068925754,255,114.1758794,72.31407035,11515,676.7452698,28781,1.831234257,636,638,1
DJerrome,6,0.214670256,25,0.994777814,319,124.9845222,51.01480485,3689,229.7096969,75808,0.490909091,943,2019,1
WynEJones,5,0.589123867,15,1.818103695,195,120.2507553,80.13897281,17988,999.5711008,26526,2.206060606,622,940,1
isobeldavidson,5,0.385,5,0.78535024,154,92.8525,3.8525,702,35.70939293,1541,1.824561404,287,180,1
Gary_Puffett,5,0.362704918,36,1.930557355,177,118.3401639,1165.829918,218525,10332.87919,568925,0.041067762,1189,1664,1
CogginsGeraldin,5,0.223140496,9,0.80789087,81,127.4490358,631.3608815,121015,6970.836136,229184,1.94198895,1106,2030,1
AndrewHWestern,5,1.014223195,51,3.595343314,927,109.4978118,1943.628009,544944,23701.65834,1776476,0.798466594,1757,878,0
MarkTamiMP,5,1.87715736,253,9.586482448,1849,117.0416244,33.85685279,8081,317.0468409,33349,0.740853659,5000,504,0
Kirstene4Angus,5,7.533898305,503,30.36836432,2667,127.8389831,32.65819209,3982,216.5230357,11561,1.339943343,4368,597,0
BrendanOHaraSNP,5,13.74614761,3188,95.4585278,16949,128.8361719,81.55474453,19223,619.7118582,100557,0.591720779,5000,1016,0
LabourASD,5,1.005681818,92,3.798919043,708,124.6818182,53.625,3212,230.7596244,37752,1.036984353,2091,1714,1
sanng7,5,0.414507772,14,1.490625939,80,118.7823834,395.1606218,20389,1815.214839,76266,3.786458333,139,107,1
shannon_1976,5,0.590909091,4,1.029522878,26,119.75,76.31818182,1088,229.9180459,3358,16.8372093,66,37,1
BstokeGreens,5,0.220238095,3,0.550168754,37,97.16666667,7.06547619,305,31.07807754,1187,4.323353293,746,770,0
JohnMannMP,5,13.448534,1537,48.85205302,21558,118.0979414,257.3761697,149005,3886.762523,412574,0.302122347,5000,507,0
GreenElField,5,1.612794613,29,3.57058285,479,124.6228956,285.3602694,51812,3065.523214,84752,2.097972973,555,358,1
JulieIreland,5,0.657032755,44,2.677585485,341,126.1811175,278.0828516,64030,3178.960024,144325,0.903474903,446,257,0
gemmacweir1,5,0.809090909,17,2.112712408,445,118.18,88.41636364,27026,1279.776543,48629,1.322404372,617,345,1
cllrtimattwood,5,1.669039146,118,5.110599076,1876,125.6245552,104.8354093,39109,1537.601393,117835,0.649154052,1321,422,1
AjmalMasroor,5,0.961253809,38,1.754842989,2208,119.4915107,0.966913365,708,14.97863063,2221,0.317508711,5000,182,1
frankfieldteam,5,18.74768824,699,50.26730146,14192,125.8414795,22.52047556,624,51.90188555,17048,0.962962963,5000,261,1
RichardBurdenMP,5,2.845458868,245,10.59631402,5984,119.9215407,105.5411317,19965,842.1403731,221953,0.181255947,5000,878,1
johnhemming4mp,5,0.503166098,24,1.544789873,1033,103.1758402,1.943984413,695,24.15962663,3991,0.354775828,5000,5000,1
C_F_Adams,5,0.461187215,27,2.000479499,101,105.1278539,319.8538813,19785,1815.401642,70048,3.302752294,521,800,1
atbutcher,5,0.078525641,21,0.577098887,147,61.05288462,82.49198718,41751,1205.272392,154425,0.387493319,442,1174,1
cllrjamesdaly,5,0.252808989,26,1.597089339,225,122.7325843,34.86067416,4316,217.5111846,31026,0.79640045,839,731,1
mattwarman,5,0.99704142,92,3.948758465,1011,104.0285996,87.20512821,49674,1857.176308,88426,0.223099704,5000,5000,0
CllrSimonBull,5,0.120481928,6,0.506175942,170,125.0722892,500.6300496,440274,11793.00985,706389,0.19858156,592,993,0
DWard,5,3.876971609,258,13.12512003,2458,104.4952681,9.689274448,1301,71.18760245,6143,1.151658768,5000,575,1
kathen16,5,0.338770389,25,2.036225256,270,125.6863237,799.4880803,150382,6026.822598,637192,0.915829146,259,447,1
DanLodge,5,0.405172414,30,2.121232759,94,122.4741379,270.0172414,12367,1230.376477,62644,2.701298701,876,732,1
RahoulBhansali,5,0.445722502,96,3.003670418,620,122.1416247,1603.351546,1086050,31057.12535,2230262,0.524460432,2669,1498,1
anton_georgiou,5,4.417125382,617,22.08337718,7222,123.6159021,4203.929664,676284,26266.19252,6873425,0.218482252,2079,926,0
alexburghart,5,0.571665286,29,1.907025113,690,113.4929577,128.5227838,22146,903.63287,155127,0.600331675,2309,1200,1
mickmcgough,5,0.384402655,52,2.022254524,695,105.0514381,154.3263274,49674,1453.545548,279022,0.200885445,695,426,0
craftysci,5,0.678410117,38,2.195814776,751,111.7542909,291.8807588,51811,2442.319007,323112,0.659132007,512,549,1
CarolineLucas,5,316.0507614,10787,851.530004,186786,123.927242,300.8257191,15798,844.2602535,177788,0.138983051,5000,5000,1
EmmaWarman,5,0.402814424,139,3.228407194,916,118.5905893,535.466139,676285,14352.751,1217650,0.261768588,1067,1163,1
sharmilabousa,5,0.578167116,43,2.494999394,429,103.3746631,93.11185984,6939,549.8592784,69089,0.979757085,1406,1201,1
CeliaBristol,5,0.966244726,47,2.69139115,458,125.8059072,109.278481,38054,1749.611912,51798,0.418604651,352,655,1
JulieForBurnley,5,2.482039397,136,6.713079502,4284,108.4472769,66.77288528,23331,675.3325694,115250,0.422608696,5000,726,0
struanmackie,5,0.51754386,226,6.000227383,767,112.2928475,193.8488529,46255,1619.284734,287284,0.488858879,530,432,0
JoshFG,5,2.572625698,371,11.23576837,4605,107.5055866,2319.362011,3622840,85702.8613,4151658,0.245388485,3806,3191,1
RyburnRob,5,1.136363636,9,2.062554783,50,116.2272727,1451.022727,45331,6869.918153,63845,2.534883721,104,194,1
DrBenSpencer,5,1.168831169,24,3.174175821,180,122.2207792,38.66233766,2170,195.6332117,5954,4.751633987,507,451,0
JamesCanterbury,5,1.724700762,80,5.244547331,1585,127.1305767,531.0924918,159055,5551.700197,488074,0.794117647,1683,2134,1
MarkHooperPlaid,5,2.231695085,53,5.198900281,2225,111.4383149,14.68505517,6962,220.9996962,14641,0.213855422,425,244,1
Craig_William5_,5,0.985098801,66,3.12597582,3041,123.4557823,52.63654033,49673,921.6970763,162489,0.135774465,4491,1077,0
ruthalcroft,5,1.835616438,20,2.970234522,134,129.739726,2.876712329,16,3.306055902,210,0.472222222,414,291,1
tracey_crouch,5,8.517376682,444,24.07373135,15195,98.1367713,79.11266816,28594,875.886999,141137,0.255187886,5000,858,0
MarkHunter,5,2.042288557,39,4.396482395,821,110.039801,172.8706468,24691,1409.156451,69494,0.119700748,3051,531,1
cheadlelabour,5,0.173627685,24,1.117359855,291,124.4797136,446.2446301,51811,2535.083676,747906,0.433432836,1458,1516,1
ChrisJVince,5,2.349406528,102,5.25763748,3167,119.8486647,51.65875371,15609,563.7097233,69636,0.527097253,2498,2186,1
billcashmore,5,1.068085106,56,4.452544402,251,126.187234,309.787234,18522,1616.881552,72800,2.914529915,216,186,0
CheshamAmersham,5,0.139211137,12,0.706254237,180,121.866976,174.0989946,28742,1041.611733,225110,0.564241486,767,660,1
EntrepAdvocate,5,0.089593767,8,0.486075103,161,116.0556483,15.64718976,3779,121.6923887,28118,0.241648107,765,1963,1
bilal_labour,5,0.844625113,41,2.408070502,935,113.0225836,935.836495,544950,16844.80156,1035971,0.659132007,1801,993,1
MarishaRay4MP,5,0.728643216,53,2.622553962,435,113.6365159,255.2378559,67256,2811.172446,152377,0.073825503,400,821,1
cllrmoon,5,0.633293124,25,1.859193279,1050,124.7334138,146.2979493,150383,3815.368902,242562,0.403741702,649,485,1
BridgetFox,5,1.780487805,205,9.226022833,1168,123.0777439,733.4435976,225278,9234.215442,481139,0.096183206,3964,4442,1
robertabwMP,5,3.001932367,155,9.035945188,6214,129.310628,327.8830918,114953,3211.832833,678718,0.22619623,5000,1357,1
roy_horobin,5,0.479201331,13,1.017312711,288,103.6688852,12.42595674,5496,225.6610439,7468,1.213333333,177,197,1
plaidcymruchris,5,0.46460537,50,1.931645237,571,116.7892596,542.0699756,410288,11889.69793,666204,0.591205212,119,118,1
gareththomaslab,5,0.321390374,59,1.725220963,601,112.2593583,433.4625668,137590,5123.257016,810575,0.390048154,1457,2324,1
CahalBurke,5,1.682285714,35,2.611551357,2944,124.9394286,2.946285714,308,10.64805685,5156,0.416809605,1467,660,1
JulieMarson,5,0.374538745,58,2.100621636,609,120.6635916,636.896679,123855,4544.766812,1035594,0.203692308,1009,959,1
DavidHansonMP,5,4.049284579,564,18.93988785,5094,115.245628,161.7249603,25047,1293.625107,203450,0.167064439,5000,5000,1
Emma4Devizes,5,0.066960352,20,0.681350701,76,127.8431718,351.3356828,51811,2382.234503,398766,0.641975309,249,105,0
RobertLibDem,5,0.081946223,16,0.685271652,64,61.57234315,30.79769526,9117,410.2835534,24053,0.934615385,113,37,1
DavidMundellDCT,5,25.99479167,1014,82.85185369,19964,125.7473958,84.12630208,13799,585.4521943,64609,0.94654498,5000,602,0
ChrisLawSNP,5,19.18860511,858,53.51144956,19534,119.8988212,288.6738703,23553,1444.92601,293870,0.236971485,5000,607,1
jCalderLibDem,5,0.872852234,24,2.060340222,508,120.1030928,8.536082474,403,29.61148026,4968,1.254733219,742,1110,1
joymorrissey,5,3.816446402,125,9.49828455,2599,120.3568282,120.0014684,24757,1130.246228,81721,0.055882353,3392,931,1
humairasanders,5,0.553846154,5,1.008132611,36,120.4923077,3454.646154,218524,26884.72808,224552,11.03125,65,109,1
ChidiObihara,5,0.391489362,36,2.409187184,92,122.8382979,1638.182979,229703,15260.86651,384973,1.222222222,617,1241,0
rkdasgupta,5,1.240437158,70,3.591064172,1816,120.909153,231.7308743,38054,1864.730546,339254,0.390977444,2316,1481,1
DamianHinds,5,1.986193294,53,5.395027178,1007,127.5680473,31.42406312,4006,215.0279273,15932,1.438735178,5000,1388,1
RRobinsonLD,5,0.049053959,13,0.440238057,70,127.4695165,322.3573931,44126,1890.867579,460004,0.485273492,191,522,1
timloughton,5,2.502008032,118,7.575125483,1246,116.7791165,331.3915663,44561,2485.731905,165033,0.150905433,5000,439,0
lesliecgroves,5,0.979020979,22,2.336899301,140,120.9440559,253.8111888,8133,1079.340086,36295,4.873239437,100,142,1
GregKnight,5,2.749253731,129,8.488435911,1842,103.8507463,31.46268657,2330,142.6189086,21080,1.089686099,5000,229,1
JakeyLambert,5,0.618631732,38,2.100489135,850,116.3704512,686.4177584,114822,5364.028306,943138,0.530225783,1055,1410,1
GreenPPCRon,5,0.127118644,4,0.537517996,30,130,173.809322,4462,559.0112428,41019,2.259574468,320,380,1
DeidreBrock,5,5.147317854,274,18.11649195,6429,129.2530024,146.5364291,28682,962.7103472,183024,0.274839744,5000,3189,0
lornagreens,5,1.105769231,94,4.813928648,1840,120.078125,604.4549279,177028,6044.166986,1005813,0.199037883,1424,1743,1
Mandytelford,5,0.351807229,21,1.57334944,438,119.4056225,331.0859438,98777,3398.76819,412202,0.583601286,1611,1394,0
KateOsamor,5,6.094339623,91,13.46696048,1292,119.5801887,1541.245283,44126,4871.074363,326744,0.066350711,5000,1073,1
ERGreens,5,0.409698997,20,1.450765999,245,121.7207358,59.15217391,5034,346.8587781,35373,1.221105528,823,1698,0
GoltonStewart,5,0.88150289,22,2.066902417,610,126.4132948,45.07369942,10640,434.1441771,31191,1.040520984,1089,245,0
AlecShelbrooke,5,2.759427208,3742,81.936196,5781,122.2353222,157.347494,134475,3041.868697,329643,0.347659981,5000,500,1
DHallMatthews,5,0.259044863,24,1.264356611,179,123.8408104,481.2445731,60248,3390.873217,332540,1.053623188,1062,955,0
MattHartley100,5,1.759658806,203,7.16614793,3507,123.1128951,218.8163573,166926,4155.378096,436101,0.298192771,2114,1992,1
enfield_greens,5,0.223323171,19,0.877203806,293,109.0625,293.496189,121018,4105.779691,385067,0.555301297,986,543,1
lbpreston,5,0.773508137,169,5.223206302,1711,109.443038,2186.514467,3622832,77241.82352,4836570,0.324287653,1808,1546,0
votejonathan,5,0.101851852,2,0.383449616,11,129.2592593,0.25,13,1.306146438,27,6.644859813,90,392,1
CLaidlaw,5,3.464634146,108,8.743915961,2841,123.3731707,70.61829268,20337,850.2435286,57907,0.881562882,1055,1169,1
SwaleGreens,5,0.029655991,2,0.183088698,25,131.9442467,957.2016607,227801,9666.750897,806921,0.741092637,247,291,1
Helen_Whately,5,1.424710425,43,3.232844148,1845,118.557529,55.27722008,49673,1396.028903,71584,0.560278207,5000,213,1
SeemaMalhotra1,5,2.818852459,311,12.09087742,3439,124.5516393,1112.639344,676288,20787.86094,1357420,0.202625103,5000,3723,1
JackLopresti,5,2.236486486,71,5.161833453,993,120.25,43.18918919,4916,299.3310338,19176,1.645598194,4629,356,1
FaBSCLP,5,1.429850746,18,2.311619896,479,104.0029851,340.6,23013,1752.267814,114101,0.107784431,233,81,0
GreenPartyFOD,5,1.222222222,70,4.99614957,561,124.5294118,203.0762527,57676,2711.365932,93212,1.587336245,1127,1538,1
Mark_J_Harper,5,1.985386221,317,15.29125022,951,131.9457203,224.868476,28592,1597.672506,107712,1.523012552,5000,519,0
markdurkan,5,3.80730897,114,9.693787427,2292,136.0465116,51.85880399,15798,656.2101765,31219,1.212978369,5000,395,1
VickyPearsonGP,5,0.110294118,4,0.448408856,15,124.2867647,909.0073529,109756,9373.815293,123625,5.377777778,206,172,0
Vernon_Coaker,5,4.58210007,260,13.02177894,6502,119.6673714,674.8534179,852017,22621.4743,957617,0.514104372,5000,713,1
